Age,Ratings,MultipleDeliveries,RoadTrafficDensity,TimeTaken,Distance
31,4.6,1,Low ,16,4.657579589907426
23,5.0,1,Low ,14,9.087972745005358
35,5.0,1,Low ,24,4.587356402945957
22,4.9,1,Medium ,24,7.772039544818026
25,4.0,1,Jam ,31,10.42985045425312
29,4.5,1,Jam ,30,10.708220667115578
34,5.0,1,Jam ,40,19.883974328452386
39,5.0,1,Jam ,43,19.36427713192208
32,4.1,2,Low ,34,10.865584127220895
24,4.9,1,Low ,19,13.403654334290668
28,4.6,2,Medium ,44,13.611337814427229
38,4.1,3,Jam ,49,17.07478648602303
36,5.0,2,Medium ,45,11.719809739853453
36,4.1,1,Medium ,41,17.138041435393166
39,4.7,2,Medium ,49,12.417550915993964
22,4.1,1,Jam ,36,16.65996319011248
21,4.6,1,Jam ,15,7.651064458328904
31,4.7,1,Low ,26,10.867426834443098
38,5.0,1,Jam ,32,9.122105539321025
27,4.6,1,Jam ,18,19.882987868432263
24,5.0,1,Low ,25,10.417061581472591
29,4.9,1,Jam ,20,13.620979500284731
20,4.9,2,Jam ,38,12.256421318332093
38,4.8,1,Low ,26,13.73594217647009
26,4.9,1,Medium ,27,7.763161027854463
37,4.3,1,Low ,34,4.658009301215061
26,4.9,1,Jam ,27,13.413644078187057
39,4.9,1,Jam ,25,9.157673042152938
35,4.5,1,Jam ,44,12.4168716912173
39,4.8,1,Low ,21,13.762097103509376
21,4.3,1,Jam ,44,19.97580879170046
38,4.2,1,Jam ,34,20.968653878735456
20,5.0,1,Jam ,44,13.83032961301448
33,4.7,1,Jam ,35,10.641572477651843
34,4.8,1,Low ,20,16.984195923081373
30,4.6,1,Low ,27,7.6836083970726365
37,4.4,1,Jam ,47,13.896557352474534
39,4.5,1,Low ,24,17.098196997792005
35,4.8,1,Jam ,44,10.707860127890177
35,5.0,1,Jam ,37,9.075387358657002
30,4.9,1,Low ,27,7.763485791844637
38,4.2,1,Low ,22,7.549967178129159
23,4.6,1,Jam ,37,11.916757258712073
39,4.4,1,Low ,37,13.481226399977512
32,4.7,1,Low ,29,13.78786023937806
39,4.4,1,Jam ,40,4.596317854620865
24,4.7,1,Jam ,21,13.971759900449769
39,4.9,1,Jam ,25,10.586595267984531
27,5.0,1,Medium ,40,13.631440268467472
34,4.9,1,Jam ,36,9.177805334975702
29,4.9,1,Medium ,16,19.04258551596659
29,4.7,1,Low ,17,10.427208660319728
24,4.3,1,Jam ,40,19.394555235367225
35,4.9,2,Jam ,43,20.176811965104577
25,4.9,1,Jam ,28,19.61864509671792
32,4.3,1,Jam ,51,11.98353645803848
38,4.9,1,Medium ,32,13.40650620322753
39,4.8,1,Jam ,53,19.66102221351616
39,4.1,1,Jam ,31,14.02181621751823
39,4.0,1,Medium ,40,12.073402311702822
35,5.0,1,Medium ,35,10.64229230148355
36,4.6,1,Jam ,29,7.660678233356875
22,5.0,1,Low ,24,4.528570754340881
26,4.7,1,Low ,18,12.236723616188968
38,4.6,1,Jam ,47,19.688246931617524
22,4.7,1,Low ,29,16.824772113290635
22,4.6,1,Jam ,42,10.88119956067606
27,4.8,1,Low ,19,19.760091519608626
36,4.7,1,Medium ,28,4.476833261421275
38,4.7,1,Jam ,28,4.663493140546799
32,4.9,1,Low ,21,7.448644515895213
26,4.7,1,Jam ,41,16.852701563804043
24,4.6,1,Jam ,28,7.683765443309507
24,5.0,1,Jam ,40,10.427667505088136
32,4.3,2,Jam ,40,13.78666969413026
26,4.6,1,Medium ,32,13.582342704072838
31,4.9,1,Low ,25,16.600272418716134
27,4.1,1,Jam ,35,19.661098170280948
35,4.6,3,Jam ,47,19.61757374429141
26,4.6,1,Jam ,22,7.562108717521574
20,4.9,1,Low ,17,7.546401421392555
39,4.2,1,Low ,26,4.469557550545327
27,4.8,1,Medium ,27,4.560926277461535
24,4.6,1,Low ,24,10.756990051168064
31,4.6,1,Jam ,42,16.721157280671385
33,4.4,1,Low ,23,7.683332671629986
36,4.8,1,Low ,25,9.348206267483365
35,4.8,1,Low ,29,12.160999124147043
24,4.9,1,Jam ,21,4.596543327775354
30,4.9,1,Low ,19,9.314908769693815
38,4.3,1,Jam ,51,19.76170646743437
27,4.9,1,Medium ,26,19.395979771775227
31,4.8,3,Jam ,44,12.25668734247902
35,4.3,2,Jam ,37,7.601308045955753
23,4.8,1,Jam ,44,10.75641554864889
34,4.1,1,Jam ,46,19.760091519608626
30,4.633987384377571,1,Low ,21,12.464066310103314
36,4.3,1,Medium ,38,13.612447554757892
26,4.1,1,Low ,23,4.658009301215061
34,4.6,1,Low ,27,11.91764994742698
26,4.2,1,Jam ,34,7.546361143313376
36,4.3,1,Jam ,40,12.16201226110637
36,4.5,1,Low ,26,7.762499175707094
30,4.9,1,Jam ,48,20.20634606751237
29,4.6,1,Jam ,29,10.70930883349946
36,4.5,2,Jam ,41,12.418409000132677
30,4.9,3,Jam ,48,12.465199139279935
29,4.8,1,Medium ,29,13.90735521638181
35,4.6,1,Low ,15,17.078029070071455
22,4.6,1,Medium ,23,12.234645516830124
32,4.0,2,Low ,44,10.279929645507211
23,4.9,1,Jam ,18,16.385085235033923
32,4.0,1,Jam ,46,11.720187303486307
30,4.8,1,Low ,28,16.113654434973625
29,4.9,1,Jam ,23,4.657649166525856
24,4.8,1,Low ,29,16.60143304770981
27,4.6,1,Jam ,19,4.561265633196964
39,4.1,1,Jam ,42,10.683783112983145
36,4.8,1,Low ,40,13.970144665360992
28,4.2,1,Low ,16,4.663310416459994
35,4.7,1,Jam ,41,16.383856071713193
25,4.6,1,Low ,18,9.074573554031684
29,4.5,1,Jam ,29,8.938177477046835
31,4.1,1,Low ,26,4.537400480002839
30,4.9,1,Jam ,29,16.636808583911357
39,4.7,1,Jam ,25,7.660895664486563
26,4.7,1,Low ,16,7.802550608635192
35,4.8,1,Low ,28,7.573467821835647
36,4.9,1,Low ,25,16.385085235033923
29,4.8,1,Low ,19,12.238686345612038
28,4.9,1,Jam ,18,10.906065218488918
35,4.7,1,Jam ,25,9.075228438371662
36,4.8,1,Medium ,26,9.348403335600413
28,4.6,1,Jam ,29,19.76006371254136
34,5.0,1,Jam ,39,16.83090555193195
38,4.8,2,Jam ,40,13.406029476235355
29,4.6,1,Medium ,28,10.704238934487412
25,4.7,1,Jam ,34,7.719209967671259
20,4.0,3,Jam ,43,10.757050667154894
25,4.2,1,Jam ,43,10.704238934487412
31,4.0,1,Jam ,45,4.61025475950217
22,4.5,1,Low ,11,4.610133886735076
31,5.0,1,Jam ,34,4.528236598240477
36,3.9,1,Jam ,31,19.97416307452358
25,4.6,1,Low ,14,16.6472996868989
32,4.7,1,Medium ,34,4.663310416459994
32,4.5,3,Jam ,43,10.602459395244589
39,4.2,1,Jam ,49,12.4197879192231
37,4.9,1,Jam ,26,8.988011990937897
25,4.8,1,Low ,25,19.91735935276463
36,4.9,1,Low ,29,12.074047498116077
36,4.9,1,Medium ,34,9.220418694037471
21,4.7,1,Medium ,22,4.674172123416107
20,5.0,2,Jam ,40,13.583302501364784
25,4.4,1,Jam ,39,12.074047498116077
22,5.0,1,Low ,11,13.78760310685502
31,4.9,1,Low ,23,4.537860441809634
26,4.6,1,Medium ,23,20.17641424375759
24,4.6,1,Jam ,27,12.419803336882186
21,4.8,1,Low ,12,17.097651549659766
32,4.1,1,Jam ,38,10.808630377339083
21,4.7,3,Jam ,42,12.09917098794234
29,4.7,1,Low ,20,13.968990745622971
37,4.8,1,Low ,20,9.313449926392334
38,4.1,1,Medium ,39,10.723264171926836
33,4.0,1,Jam ,33,9.193014471524188
31,4.9,1,Jam ,40,16.384574278591867
37,4.6,1,Jam ,53,12.2918419451355
24,4.9,1,Jam ,37,14.022136830299402
27,4.8,1,Low ,18,12.256574293345484
30,4.9,2,Jam ,39,17.076704210497684
23,4.8,1,Low ,18,4.674151775138355
27,4.7,1,Jam ,29,19.65962528361201
26,4.1,1,Medium ,35,20.206804295781176
24,4.7,1,Jam ,15,4.52816458134638
22,4.4,2,Jam ,38,7.719450234526917
21,4.2,1,Low ,19,7.562950099415819
27,4.6,1,Low ,17,4.657133019732787
22,4.6,1,Jam ,25,12.358091289307891
25,4.5,1,Low ,27,16.38433434410925
26,4.7,1,Jam ,22,10.868693504507068
21,5.0,1,Jam ,22,4.596543327775354
31,4.7,1,Low ,15,13.583086214829478
21,4.8,1,Jam ,29,19.61792943719736
38,4.8,1,Jam ,29,10.906058503616189
29,4.6,1,Jam ,25,10.806983276296238
22,4.9,1,Medium ,17,7.683765443309507
38,4.0,1,Medium ,33,4.6576549367950175
22,4.9,1,Jam ,40,12.435689047352556
22,5.0,1,Jam ,21,10.641103649689736
30,4.7,1,Low ,27,12.464066310103314
29,4.5,1,Low ,21,13.630903236010854
32,4.9,2,Medium ,37,10.906149360852892
33,4.6,2,Jam ,53,10.427668815378745
37,4.6,1,Medium ,48,12.464367397135156
27,4.6,3,Jam ,43,10.64218546230384
21,4.8,1,Jam ,22,10.865776701496644
20,4.9,1,Jam ,37,16.72211869155424
34,4.0,2,Jam ,39,9.055364789629367
38,4.4,1,Jam ,33,7.650862810433863
39,4.4,2,Jam ,38,7.763161027854463
28,4.8,1,Jam ,25,9.17632585459494
24,4.6,1,Jam ,34,13.9688420219815
30,4.9,1,Jam ,33,4.658001279175588
35,4.9,2,Jam ,40,7.448086298413249
20,4.8,1,Jam ,27,9.05985928561559
31,4.7,1,Low ,26,9.348128423343088
27,4.8,1,Low ,22,19.760278801463404
28,4.9,3,Jam ,48,10.563519849328
39,4.4,1,Medium ,38,17.074806111821303
22,4.9,1,Jam ,32,10.868667520771211
34,4.6,1,Low ,20,9.363675102150449
25,4.2,1,Low ,20,4.596632042419741
23,4.7,1,Low ,17,9.175127291466447
20,5.0,1,Jam ,30,17.078028601176406
31,4.8,1,Low ,40,16.113665370273104
38,4.8,2,Jam ,40,10.587929946708211
32,4.6,1,Medium ,30,14.045114628356751
39,4.8,1,Low ,20,7.652510173830987
30,4.6,1,Medium ,37,13.583302501364784
33,4.3,2,Jam ,51,12.07406309077521
24,4.6,1,Jam ,28,10.56956605102828
24,4.7,1,Low ,17,4.657159717382608
39,4.3,1,Jam ,32,9.121519226116474
34,4.8,1,Low ,26,17.076712975317122
26,4.6,1,Jam ,26,12.116559162483792
21,5.0,1,Low ,15,9.05985928561559
26,5.0,1,Medium ,28,12.10028759796349
37,5.0,1,Low ,22,14.022476786546209
38,4.9,1,Jam ,30,7.761726486713394
20,4.6,1,Low ,21,13.789066440788014
38,4.3,1,Jam ,45,7.601245064786426
35,5.0,1,Jam ,47,10.806365521002304
33,4.6,1,Jam ,26,9.326428318380035
39,3.9,1,Jam ,36,12.161517993518853
38,4.7,1,Jam ,40,10.866277542949756
24,4.6,1,Jam ,23,19.396008631693807
37,5.0,2,Jam ,46,20.18118687519753
27,5.0,1,Medium ,17,8.937919334982558
21,5.0,1,Jam ,34,7.648690101122003
33,4.7,1,Jam ,46,12.160999124147043
27,4.6,1,Jam ,43,10.724189701066985
31,4.8,1,Jam ,27,4.674151775138355
34,4.8,1,Medium ,21,12.420750050138528
38,4.9,2,Jam ,51,19.884989094190672
23,4.7,1,Jam ,12,9.32665135129682
20,4.2,1,Medium ,32,17.137879924136854
21,4.5,1,Medium ,21,19.974627425105467
32,4.8,1,Low ,26,9.220397882627973
34,4.7,2,Jam ,42,19.363382893900948
38,4.9,1,Jam ,30,19.65875217169947
20,4.8,1,Jam ,35,16.721157280671385
34,5.0,1,Medium ,15,4.663344842290264
28,4.4,1,Jam ,35,19.68834031158832
20,4.8,1,Jam ,38,10.867138302361695
39,4.1,1,Low ,20,7.660957437044129
36,4.7,1,Medium ,28,7.54681717952645
24,4.6,1,Low ,25,10.587023705276607
29,4.8,1,Jam ,15,11.916575579747798
24,4.8,1,Jam ,22,19.91468854185064
22,4.7,1,Jam ,27,10.485603735009615
28,4.7,1,Jam ,26,17.074879616982475
33,4.7,1,Low ,17,20.831154126398904
34,4.7,1,Medium ,47,13.990536543891194
26,4.5,1,Jam ,21,7.772096240804917
32,4.8,1,Low ,16,10.867473946257949
28,4.6,1,Jam ,34,17.098593053953046
33,4.2,1,Jam ,44,12.435238152193076
36,4.8,1,Low ,20,20.851557402508245
29,4.9,1,Low ,14,16.3859806352546
34,4.6,1,Jam ,47,19.36256167934696
23,5.0,1,Jam ,18,13.406473969117036
33,4.7,1,Low ,21,7.562333808863395
24,5.0,1,Low ,24,4.590769055182659
20,4.6,1,Medium ,16,4.589965402579701
27,4.7,1,Jam ,29,9.315632086964516
36,4.6,1,Jam ,46,13.788581570119046
39,3.9,1,Low ,38,13.971216616911562
24,4.9,1,Medium ,17,12.419724872873482
27,4.6,1,Medium ,28,20.17810087300177
30,4.9,1,Low ,21,10.75627345420588
26,4.7,1,Medium ,36,13.789707457503068
22,4.5,1,Jam ,26,9.363987776962317
30,4.633987384377571,1,Jam ,26,19.875680604862865
32,4.8,1,Low ,20,12.257021345642608
23,4.5,1,Medium ,20,9.059804964107348
28,4.9,1,Low ,29,10.906470984818792
27,4.9,1,Jam ,26,11.904865487321148
36,4.0,1,Jam ,46,10.586595267984531
26,4.6,1,Jam ,23,7.683740930851679
23,4.8,1,Jam ,29,9.220397882627973
23,4.6,1,Jam ,27,16.659903789497626
34,5.0,1,Medium ,22,10.90628903612401
37,4.8,1,Low ,22,4.657672651012278
36,5.0,1,Jam ,31,9.192290417732735
35,4.9,1,Jam ,29,9.313017158582811
34,4.9,2,Jam ,44,13.989512471893242
29,4.8,2,Jam ,43,12.418981672202476
36,5.0,1,Low ,43,10.564405614892571
35,4.6,1,Jam ,29,11.71979399578761
39,5.0,1,Jam ,39,9.177855596170374
28,4.9,1,Medium ,14,7.546670729616689
38,5.0,2,Medium ,42,13.40650620322753
23,4.9,1,Jam ,42,10.586484616287285
36,4.0,1,Jam ,32,9.220581826061352
33,4.1,3,Jam ,54,14.022268860659882
35,4.2,2,Low ,39,10.4275713823768
30,4.9,1,Jam ,38,19.97674646690473
28,4.8,1,Low ,19,20.85711532397441
38,4.8,1,Jam ,35,14.021756535150905
34,4.6,1,Low ,38,19.915971082585223
34,5.0,1,Low ,27,19.61864509671792
33,4.8,1,Jam ,45,10.426910834025511
32,3.9,1,Jam ,43,13.829273672274429
21,4.5,1,Low ,29,10.923392843422224
32,4.7,1,Jam ,27,7.573442054498527
37,4.1,1,Jam ,34,4.56126799936464
26,4.3,1,Jam ,37,13.9698781423457
27,4.6,1,Jam ,19,17.165361256306266
31,4.8,1,Medium ,34,9.121044921149023
33,4.2,1,Jam ,47,10.866277542949756
32,4.1,1,Jam ,33,13.971216616911562
22,5.0,1,Low ,26,16.637054385126174
32,4.4,1,Jam ,41,10.868838189937255
28,4.4,1,Low ,28,9.157577302014454
20,4.2,1,Low ,17,4.587794632570259
30,4.9,1,Jam ,28,4.658193607926964
22,4.1,1,Jam ,34,19.91059239711732
34,4.9,1,Jam ,27,7.56207932049611
24,4.5,1,Jam ,19,13.583440059822648
23,4.8,1,Low ,13,7.683191405134032
22,4.6,1,Jam ,23,20.88680002576245
30,4.6,1,Low ,26,4.5279730551796655
23,4.6,1,Medium ,29,7.682703792685958
31,4.8,1,Low ,25,7.5734701251534435
20,4.8,1,Low ,23,20.506685809863864
21,5.0,1,Medium ,25,9.313691518226694
28,4.9,1,Jam ,36,12.42124244275907
22,4.7,1,Low ,19,7.562267472355833
29,4.9,1,Jam ,22,7.772523200490454
27,4.9,1,Medium ,36,10.880991591677226
32,4.9,1,Medium ,37,12.234645516830124
30,4.5,1,Low ,15,9.219708856326305
38,4.2,1,Jam ,34,14.022268860659882
20,4.2,1,Jam ,31,12.46422600880986
38,4.6,1,Jam ,36,4.560926277461535
36,5.0,1,Low ,26,16.7221183754483
30,4.3,3,Jam ,48,13.98958472446292
22,4.9,1,Jam ,29,13.83070908404059
36,4.8,2,Jam ,48,16.720605641469167
34,4.9,1,Jam ,37,10.867434751252569
27,4.5,1,Jam ,46,16.851875921866853
37,4.5,1,Low ,29,9.07552130670033
21,4.6,1,Low ,11,19.62041929670179
35,4.8,1,Low ,40,19.041522215595872
28,4.6,1,Low ,19,8.93752787333166
32,4.8,1,Medium ,21,16.85173806581664
28,4.6,2,Jam ,48,17.073813051322368
38,4.2,1,Low ,20,7.790160607223823
30,4.4,2,Jam ,39,4.610367445983061
26,4.9,1,Jam ,29,14.021726512772071
27,4.6,1,Jam ,40,16.720605641469167
31,4.1,1,Low ,22,4.663310851314171
32,4.0,1,Jam ,31,7.325279665683207
35,4.6,1,Low ,27,4.663310416459994
32,4.8,1,Medium ,30,4.663419307511544
30,4.9,1,Low ,23,4.6634387478987565
32,4.0,2,Medium ,39,4.610339345485858
29,4.6,1,Jam ,44,13.611544388081091
35,4.8,1,Low ,23,8.953205389420518
20,4.6,1,Medium ,25,7.683765443309507
39,4.8,1,Low ,20,7.646049300587725
26,4.9,1,Jam ,15,13.61142863034632
34,4.8,1,Low ,26,7.601800335287504
27,4.9,1,Low ,23,4.657651548552658
39,4.3,2,Jam ,38,19.97664402110063
30,4.6,2,Jam ,46,16.153774202297736
27,4.8,1,Medium ,19,10.864870498939617
25,4.3,1,Jam ,40,19.35930769560607
37,4.6,1,Low ,16,10.602459395244589
32,4.9,2,Jam ,52,19.65882871764151
30,4.6,2,Jam ,32,7.661017946785691
27,4.6,1,Jam ,26,7.772220444291116
30,4.6,1,Jam ,37,19.97420040272375
22,4.6,1,Low ,24,13.405500819598236
31,5.0,1,Jam ,25,16.7221183754483
31,4.9,1,Low ,26,16.827472772762793
30,4.6,3,Jam ,52,13.428916734891416
29,4.7,1,Low ,20,13.42904756980367
22,4.9,1,Jam ,37,4.656788095287276
33,4.9,1,Low ,22,7.761735388266237
20,4.9,1,Jam ,33,17.098196997792005
37,5.0,1,Jam ,39,4.656902197842733
25,4.9,1,Jam ,42,14.022321513120543
20,4.5,1,Medium ,36,10.867421265470902
24,4.1,1,Low ,19,7.772096240804917
36,4.7,1,Medium ,19,7.44108673189708
38,5.0,1,Jam ,29,9.0566729849017
37,4.9,1,Low ,25,17.073026289576344
29,4.6,1,Jam ,33,13.620429458489047
29,4.7,1,Jam ,26,4.52816458134638
28,4.3,1,Jam ,32,10.705559922566456
35,4.1,1,Jam ,39,10.867285240676551
35,4.1,1,Low ,43,13.406355455481522
26,4.9,1,Jam ,48,13.97191478721836
24,4.6,1,Medium ,19,7.601614738224882
30,4.5,1,Jam ,38,10.755502959609183
32,4.0,1,Medium ,38,14.02175080359913
38,4.3,1,Jam ,31,20.287561882238503
22,4.8,1,Jam ,19,16.63687503880199
34,5.0,1,Jam ,46,11.718719558088798
28,4.5,1,Medium ,37,12.162115706714326
31,4.7,1,Low ,27,10.865065738647278
38,4.2,1,Jam ,39,10.881197530967802
33,4.7,1,Low ,19,10.707006464212444
28,4.3,1,Low ,29,9.121089774904126
23,4.3,1,Jam ,34,10.642018862909577
31,4.8,2,Jam ,39,12.419850660108326
29,4.6,1,Jam ,36,10.586888296482442
20,4.9,1,Low ,16,9.08796550099215
22,4.8,1,Medium ,15,13.407033668341375
32,4.6,2,Medium ,47,20.848074005296155
22,4.8,1,Jam ,32,7.601027931194634
27,4.6,1,Jam ,27,10.867285240676551
21,4.8,1,Low ,24,10.75749969741904
38,4.0,1,Jam ,49,20.1790038579344
36,4.9,2,Jam ,54,10.725034637732772
38,4.9,1,Jam ,30,14.022096082829464
22,4.8,1,Jam ,16,10.58682402755389
30,4.8,2,Jam ,40,17.097651549659766
38,4.0,2,Jam ,40,19.394555235367225
38,4.7,1,Low ,38,10.723989806871954
33,4.6,1,Medium ,43,13.829931792278938
21,4.8,1,Low ,12,19.97664402110063
22,4.6,1,Jam ,24,4.596317854620865
27,4.6,2,Jam ,44,10.880364286559582
22,4.8,1,Jam ,24,10.867285240676551
31,4.8,1,Low ,17,4.464766879186117
37,4.8,1,Medium ,29,9.313021564284009
26,4.7,1,Jam ,16,14.022136830299402
30,5.0,1,Low ,15,14.022096082829464
29,4.8,1,Jam ,18,9.122105539321025
27,5.0,1,Low ,22,14.021812012877175
23,5.0,1,Jam ,20,7.763504337369489
31,4.4,1,Medium ,33,7.601870282544973
32,5.0,1,Jam ,27,9.087720328227173
39,4.5,1,Low ,20,9.326940869442552
22,4.5,1,Low ,13,4.610405795666957
33,4.4,2,Low ,39,17.07640785620006
27,5.0,1,Jam ,22,17.166408504734132
38,4.6,1,Low ,20,10.881431822897348
33,4.9,1,Jam ,49,16.72141633118808
22,4.0,1,Jam ,32,9.263603412401872
25,4.6,1,Jam ,33,7.76360760814157
26,4.9,1,Low ,19,12.233239995042188
27,4.7,1,Jam ,15,7.546781220269444
36,4.0,1,Jam ,39,7.546670729616689
35,5.0,1,Jam ,40,13.989532967345792
37,4.6,1,Jam ,34,4.682031950679921
30,4.8,1,Low ,21,12.419572625499269
26,4.5,1,Low ,16,9.12135038930544
31,4.8,2,Jam ,46,7.761284984286207
39,4.9,1,Jam ,29,17.077992872233107
23,4.0,1,Low ,16,7.790336733616446
26,4.4,1,Jam ,34,12.209907712696852
32,4.3,2,Jam ,42,10.90597017978448
28,4.8,1,Medium ,19,20.851557402508245
26,4.2,1,Jam ,39,20.182728669254885
39,4.9,1,Low ,20,17.137414711822252
25,4.9,1,Jam ,14,4.657590955488193
31,4.7,1,Low ,29,12.098699935991636
35,4.9,1,Low ,41,17.098467518614925
24,4.8,1,Low ,15,19.471424915312035
36,4.7,1,Jam ,26,9.07535248708298
36,4.0,1,Jam ,31,4.656607045499502
29,4.9,1,Jam ,20,16.388478196143126
23,4.6,1,Medium ,18,13.760880475011072
28,4.7,1,Jam ,30,17.07287190646893
38,4.1,1,Jam ,42,12.100157238495717
32,4.7,1,Medium ,49,10.756165907127029
38,4.2,1,Medium ,46,12.29378731208076
35,4.4,1,Jam ,31,12.0743955255973
24,4.5,1,Jam ,26,12.073616371291626
34,4.6,1,Low ,17,12.435842439995238
32,4.5,1,Jam ,30,9.348206267483365
38,4.7,2,Jam ,49,16.853524905900215
33,5.0,1,Jam ,45,13.969606427755291
33,4.1,1,Jam ,40,12.29378731208076
36,4.2,1,Jam ,42,8.811839531160281
34,5.0,1,Jam ,30,7.661250453884359
38,4.9,1,Medium ,45,16.90260949275404
33,4.1,2,Jam ,43,19.68856591498464
33,4.3,1,Low ,31,12.292622739054869
25,4.5,1,Jam ,24,7.772618958748601
35,4.9,1,Low ,41,10.445219519597492
20,5.0,1,Jam ,28,7.660895664486563
35,4.5,1,Jam ,29,13.682511992343144
29,4.9,1,Low ,19,4.674173521356697
30,4.9,1,Low ,16,10.868244074432816
33,4.4,2,Medium ,41,10.906414500212698
23,4.8,1,Jam ,20,7.5499718450620605
25,4.7,2,Jam ,42,12.234645516830124
22,4.8,1,Jam ,24,12.464390099249783
27,4.5,1,Medium ,11,9.18115180141445
31,4.6,1,Low ,24,8.94295430815855
34,4.8,1,Medium ,25,7.77259623624236
39,4.6,1,Jam ,36,7.660692882999009
32,4.0,1,Jam ,38,19.91735935276463
21,5.0,1,Medium ,28,10.64104205475587
27,5.0,1,Jam ,21,13.896406271456431
36,4.4,2,Jam ,48,12.435238524001276
31,4.6,1,Low ,15,19.363382893900948
35,4.2,1,Jam ,35,13.97275106360248
30,4.8,1,Jam ,43,13.766616907803105
33,4.9,1,Jam ,44,10.602504075521262
33,4.2,1,Medium ,32,9.176379825671578
26,4.2,1,Jam ,42,17.097651549659766
26,4.7,1,Jam ,27,13.63133954822817
30,4.633987384377571,1,Low ,23,12.25768788647758
35,4.6,2,Jam ,37,16.635518179553937
24,4.7,1,Low ,20,16.847895631646242
34,4.9,1,Low ,28,17.074904532102817
25,4.3,2,Jam ,38,19.97515257977608
36,4.9,1,Jam ,36,12.463970104701009
30,4.9,1,Low ,27,19.66312592286387
22,4.7,1,Jam ,26,10.683393573897137
36,4.1,1,Jam ,50,19.889978303573464
22,4.6,1,Low ,13,4.674280110685227
34,4.9,1,Low ,23,4.674280110685227
36,4.7,1,Jam ,47,13.406475654824082
33,4.9,1,Low ,29,19.975642174452204
29,4.8,1,Jam ,18,19.839659093804872
24,4.6,1,Medium ,41,20.86362506155849
39,4.8,1,Low ,28,10.683827860611943
26,4.7,1,Jam ,41,10.703215446997154
36,4.5,1,Low ,19,4.537843334377978
26,4.6,1,Low ,16,13.78760310685502
29,4.6,1,Jam ,20,10.427668815378745
31,4.7,1,Low ,25,20.253518127528668
21,4.8,1,Jam ,17,4.469223039563761
38,4.4,1,Jam ,45,16.38490093375556
36,4.1,1,Low ,31,4.544215519320998
29,4.7,1,Jam ,15,4.596701982755631
24,4.8,1,Jam ,18,9.055476933731027
30,4.0,2,Jam ,39,19.675003918545485
28,4.8,1,Low ,14,8.790235465504963
23,4.7,1,Jam ,30,4.657591595025029
26,4.5,1,Jam ,26,9.326940869442552
39,4.8,1,Low ,29,16.3859806352546
24,5.0,1,Low ,26,13.610877575838096
20,4.0,1,Jam ,35,16.78787484537246
27,5.0,1,Jam ,28,10.279929645507211
30,4.9,1,Jam ,30,7.80333853360532
38,4.4,1,Jam ,43,20.18348136593304
31,4.9,1,Low ,22,20.887400289829777
37,5.0,1,Jam ,25,4.469362226324224
32,5.0,1,Jam ,28,4.6101203162334174
27,4.2,1,Low ,29,9.315028810932212
21,5.0,1,Jam ,36,4.632302885686697
24,4.5,1,Low ,12,7.683332671629986
27,4.5,1,Low ,21,16.827472772762793
27,4.8,1,Jam ,45,12.079324698150735
36,4.7,1,Jam ,30,4.674184357792336
38,4.9,1,Low ,29,12.463962426806004
25,4.8,1,Jam ,26,14.021756535150905
34,4.9,1,Low ,20,20.1826932247057
37,4.2,2,Jam ,41,19.62041929670179
31,4.2,1,Jam ,32,20.253584375914315
21,4.9,1,Medium ,22,11.91670500540994
21,4.9,1,Jam ,21,13.583302501364784
37,4.9,1,Jam ,39,7.790156595549083
31,4.6,1,Jam ,35,13.582337493788138
39,4.8,1,Jam ,26,9.055476933731027
35,4.6,1,Low ,22,20.286882109914103
22,4.7,1,Jam ,27,7.761486237888648
24,4.9,1,Medium ,18,12.253528674312486
39,4.8,1,Low ,27,19.65941483730302
37,4.3,1,Jam ,36,9.17927668819349
34,4.9,2,Jam ,38,7.60130445690393
35,4.3,1,Low ,32,4.56126799936464
34,4.8,1,Low ,22,9.059724501661748
21,4.5,1,Medium ,26,20.17774245116244
20,4.7,1,Jam ,30,17.074879616982475
35,4.7,2,Medium ,37,10.867285240676551
35,4.8,1,Jam ,30,7.601385733039289
23,4.6,1,Jam ,44,10.867473946257949
35,4.2,2,Medium ,39,12.485077941601414
38,4.6,1,Low ,18,4.656902197842733
34,4.8,1,Jam ,40,10.867285240676551
34,4.2,1,Jam ,37,7.4483111383025316
24,4.1,1,Jam ,33,13.768718508559193
26,5.0,1,Medium ,31,20.55877667704196
25,4.8,1,Low ,18,20.253258047971475
38,5.0,1,Jam ,47,8.937863682463384
21,4.9,1,Jam ,25,7.772252870864324
21,4.8,1,Jam ,31,20.507586780731856
25,4.9,1,Medium ,13,9.179538450301443
36,4.7,1,Low ,23,7.79043915470228
22,4.8,1,Medium ,29,7.683740930851679
22,4.8,1,Medium ,25,16.659917302430525
30,4.6,1,Jam ,38,12.293207925937727
34,4.0,2,Jam ,38,10.428148593665902
31,4.5,1,Medium ,28,12.233151216085387
34,4.7,1,Jam ,51,20.18093693169729
22,4.9,1,Jam ,29,7.564859910595414
22,4.9,1,Jam ,16,7.601870282544973
26,4.6,1,Medium ,27,4.596576884074512
20,4.9,1,Jam ,12,7.683744769359007
30,4.9,1,Low ,21,4.591636072762645
22,4.9,1,Jam ,26,9.1828821691044
26,4.5,1,Medium ,10,4.469157679517792
20,5.0,1,Medium ,27,19.880157869647256
25,4.8,1,Low ,21,9.313691518226694
20,4.633987384377571,1,Low ,17,7.490153546290349
